Project ID,Id,Outcome Definition - (Value),Target Population - (Value),Targeted number of service users Or beneficiaries (total) - (Value),Unit type of targeted Service users or beneficiaries - (Value),Unit description of Service user or beneficiaries - (Value),Outcome metric target - (Value),Other target for Meeting outcome metric target - (Value),Outcome validation Method - (Value),Data source for Outcome validation - (Value),Policy sector - (Value),Primary SDG goal - (Value),Secondary SDG goals - (Value),Primary SDG target - (Value),Secondary SDG targets - (Value),Sources,Notes
INDIGO-POJ-0155,outcomemetric20,Part time work 26 weeks (Entry into employment),entrenched rough sleepers,,,,,,,,,,,,,,
INDIGO-POJ-0155,outcomemetric21,Full time work 13 weeks (Entry into employment),entrenched rough sleepers,,,,,,,,,,,,,,
INDIGO-POJ-0155,outcomemetric22,Full time work 26 weeks (Entry into employment),entrenched rough sleepers,,,,,,,,,,,,,,
INDIGO-POJ-0156,outcomemetric1,Registration. When the local authority agrees that the plan formulated between it and the Voluntary Adoption Agency is an appropriate one and delivers value. The VAA agrees to train parents to a given plan for that child.,,198,,,,,,,,3,,3.4,,,
INDIGO-POJ-0156,outcomemetric2,Placement. When the local authority agrees that the parents have been trained and are ready to meet the child's needs.,,,,,,,,,,3,,3.4,,,
INDIGO-POJ-0156,outcomemetric3,One year in placement. The placement is on track and delivering value.,,,,,,,,,,11,3,11.1,3.4,,
INDIGO-POJ-0156,outcomemetric4,"Two years in placement. The placement is continuing, has already delivered value, and on track to succeed.",,,,,,,,,,11,3,11.1,3.4,,
INDIGO-POJ-0157,outcomemetric1,Completion of the Personal Housing Plan.,,1600,,,,,,,,,,,,,
INDIGO-POJ-0157,outcomemetric2,Initial prevention or relief of homelessness.,,,,,,,,,,,,,,,
INDIGO-POJ-0157,outcomemetric3,Sustainment of accomodation for eight months with no identified risk of homeless.,,,,,,,,,,,,,,,
INDIGO-POJ-0158,outcomemetric1,Accomodation - Entering Accommodation,entrenched rough sleepers,100,,,,,,,,,,,,,
INDIGO-POJ-0158,outcomemetric2,Accomodation - 3 months in accomodation,entrenched rough sleepers,,,,,,,,,,,,,,
INDIGO-POJ-0158,outcomemetric3,Accomodation - 6 months in accomodation,entrenched rough sleepers,,,,,,,,,,,,,,
INDIGO-POJ-0158,outcomemetric4,Accomodation - 12 months in accomodation,entrenched rough sleepers,,,,,,,,,,,,,,
INDIGO-POJ-0158,outcomemetric5,Accomodation - 18 months in accomodation,entrenched rough sleepers,,,,,,,,,,,,,,
INDIGO-POJ-0158,outcomemetric6,Accomodation - 24 months in accomodation,entrenched rough sleepers,,,,,,,,,,,,,,
INDIGO-POJ-0158,outcomemetric7,First Assessment - General Wellbeing Assessment (Better Managed Needs),entrenched rough sleepers,,,,,,,,,,,,,,
INDIGO-POJ-0158,outcomemetric8,Second Assessment - General Wellbeing Assessment (Better Managed Needs),entrenched rough sleepers,,,,,,,,,,,,,,
INDIGO-POJ-0158,outcomemetric9,Third Assessment - General Wellbeing Assessment (Better Managed Needs),entrenched rough sleepers,,,,,,,,,,,,,,
INDIGO-POJ-0158,outcomemetric10,Mental health (MH) entry into engagement with services - Better Managed Needs,entrenched rough sleepers,,,,,,,,,,,,,,
INDIGO-POJ-0158,outcomemetric11,Mental health (MH) sustained engagement with services - Better Managed Needs,entrenched rough sleepers,,,,,,,,,,,,,,
INDIGO-POJ-0158,outcomemetric12,Alcohol misuse entry into alcohol treatment - Better Managed Needs,entrenched rough sleepers,,,,,,,,,,,,,,
INDIGO-POJ-0158,outcomemetric13,Alcohol misuse sustained engagement with alcohol treatment - Better Managed Needs,entrenched rough sleepers,,,,,,,,,,,,,,
INDIGO-POJ-0158,outcomemetric14,Drug misuse entry into drug treatment - Better Managed Needs,entrenched rough sleepers,,,,,,,,,,,,,,
INDIGO-POJ-0158,outcomemetric15,Drug misuse sustained engagement with drug treatment - Better Managed Needs,entrenched rough sleepers,,,,,,,,,,,,,,
INDIGO-POJ-0158,outcomemetric16,"Improved education/training (Entry into employment)
1) Self-cert form 2) One of the following:
1. Certificate
2. Trainer letter/email",entrenched rough sleepers,,,,,,,,,,,,,,
INDIGO-POJ-0158,outcomemetric17,"Volunteering/self-employed 13 weeks (Entry into employment)
1) Self-cert form 2) Organisation letter/email",entrenched rough sleepers,,,,,,,,,,,,,,
INDIGO-POJ-0158,outcomemetric18,Volunteering/self-employed 26 weeks (Entry into employment),entrenched rough sleepers,,,,,,,,,,,,,,
INDIGO-POJ-0158,outcomemetric19,"Part time work 13 weeks (Entry into employment)
1) Self-cert form 2) One of the following:
1. Contract
2. Payslips
3. Employer
letter/email
4. Invoices and
remittances",entrenched rough sleepers,,,,,,,,,,,,,,
INDIGO-POJ-0158,outcomemetric20,Part time work 26 weeks (Entry into employment),entrenched rough sleepers,,,,,,,,,,,,,,
INDIGO-POJ-0159,outcomemetric1,Accomodation - Entering Accommodation,entrenched rough sleepers,300,Individual,,"The outcome is achieved by an individual moving into suitable accommodation. To claim for this outcome at least one of the following evidence types must be provided:
•	self-certification form no. 001;
•	a signed tenancy, licence or written agreement, if the client is in independent accommodation;
•	a letter/email from the head of the household, if they are living with family or friends  (a letter/email from family or friends should confirm that the client is living with them, when they moved in, and that they have their own room); 
•	a letter from the landlord confirming that accommodation was suitable as a result of the work complete by the project.",,,,,,,,,,
INDIGO-POJ-0159,outcomemetric2,Accomodation - 3 months in accomodation,entrenched rough sleepers,300,Individual,,"An individual is considered to be sustaining accommodation as long as they have a tenancy agreement/letters/emails confirming the sustained period in the accommodation and stating the address of the property, the date the client moved in and that they are still living there.",,,,,,,,,,
INDIGO-POJ-0159,outcomemetric3,Accomodation - 6 months in accomodation,entrenched rough sleepers,300,Individual,,"An individual is considered to be sustaining accommodation as long as they have a tenancy agreement/letters/emails confirming the sustained period in the accommodation and stating the address of the property, the date the client moved in and that they are still living there.",,,,,,,,,,
INDIGO-POJ-0159,outcomemetric4,Accomodation - 12 months in accomodation,entrenched rough sleepers,300,Individual,,"An individual is considered to be sustaining accommodation as long as they have a tenancy agreement/letters/emails confirming the sustained period in the accommodation and stating the address of the property, the date the client moved in and that they are still living there.",,,,,,,,,,
INDIGO-POJ-0159,outcomemetric5,Accomodation - 18 months in accomodation,entrenched rough sleepers,300,Individual,,"An individual is considered to be sustaining accommodation as long as they have a tenancy agreement/letters/emails confirming the sustained period in the accommodation and stating the address of the property, the date the client moved in and that they are still living there.",,,,,,,,,,
INDIGO-POJ-0159,outcomemetric6,Accomodation - 24 months in accomodation,entrenched rough sleepers,300,Individual,,"An individual is considered to be sustaining accommodation as long as they have a tenancy agreement/letters/emails confirming the sustained period in the accommodation and stating the address of the property, the date the client moved in and that they are still living there.",,,,,,,,,,
INDIGO-POJ-0159,outcomemetric7,First Assessment - General Wellbeing Assessment (Better Managed Needs),entrenched rough sleepers,300,Individual,,"Three wellbeing payments will be paid out following the completion of a wellbeing assessment using the Warwick Edinburgh Wellbeing Scale. Achievement of this outcome will not require an improvement in reported wellbeing, but considering changes in reported wellbeing alongside achievements in other outcomes may form part of the evaluation of the project, and this information should be recorded.",,,,,,,,,,
INDIGO-POJ-0159,outcomemetric8,Second Assessment - General Wellbeing Assessment (Better Managed Needs),entrenched rough sleepers,300,Individual,,"Three wellbeing payments will be paid out following the completion of a wellbeing assessment using the Warwick Edinburgh Wellbeing Scale. Achievement of this outcome will not require an improvement in reported wellbeing, but considering changes in reported wellbeing alongside achievements in other outcomes may form part of the evaluation of the project, and this information should be recorded.",,,,,,,,,,
INDIGO-POJ-0159,outcomemetric9,Third Assessment - General Wellbeing Assessment (Better Managed Needs),entrenched rough sleepers,300,Individual,,"Three wellbeing payments will be paid out following the completion of a wellbeing assessment using the Warwick Edinburgh Wellbeing Scale. Achievement of this outcome will not require an improvement in reported wellbeing, but considering changes in reported wellbeing alongside achievements in other outcomes may form part of the evaluation of the project, and this information should be recorded.",,,,,,,,,,
INDIGO-POJ-0159,outcomemetric10,Mental health (MH) entry into engagement with services - Better Managed Needs,entrenched rough sleepers,300,Individual,,"An outcomes payment will be paid out following an initial assessment with either a GP or a mental health specialist (such as a psychiatrist). If, following the assessment, it is agreed by the GP or mental health specialist that non-clinical interventions are the right treatment for the individual, this is sufficient for an ‘entry into mental health services’ outcome to be claimed. This can include a psychiatrist or psychologist within a drug and alcohol treatment service. Self-diagnosis or diagnosis by a non health professional will not be eligible for an outcomes payment. ",,,,,,,,,,
INDIGO-POJ-0159,outcomemetric11,Mental health (MH) sustained engagement with services - Better Managed Needs,entrenched rough sleepers,300,Individual,,"To claim for this outcome, at least one of the following evidence types must be provided:
•	self-certification form no. 005;
•	a letter/email from either the client’s GP or another mental health specialist should be submitted, confirming the client has engaged with and/or completed their agreed mental health support programme. The letter/email should give detail on what the programme consisted of, who led the programme, and beginning and end dates;
•	if the client’s engagement was less than 6 months, a discharge letter must be submitted for the claim to be accepted; 
•	it is recognised that clients might not ever ‘complete’ the support programme. So if after 6 months the client is still engaging with the programme, a letter must be submitted stating that they are still receiving support; 
•	a copy of the agreed support plan followed by the client when engaging with support. ",,,,,,,,,,
INDIGO-POJ-0159,outcomemetric12,Alcohol misuse entry into alcohol treatment - Better Managed Needs,entrenched rough sleepers,300,Individual,,The ‘entry into alcohol treatment’ outcomes payment will be paid following the start of a structured treatment intervention for an individual diagnosed with an alcohol misuse problem. ,,,,,,,,,,
INDIGO-POJ-0159,outcomemetric13,Alcohol misuse sustained engagement with alcohol treatment - Better Managed Needs,entrenched rough sleepers,300,Individual,,"To claim for this outcome, at least one of the following evidence types must be provided:
•	self-certification form no. 007;
•	letter/email from the treatment provider confirming the client has engaged with and/or completed a structured tier 3 or 4 alcohol or drug substance misuse treatment programme;
•	if the client engagement was for less than 3 months, a discharge letter must be submitted for the claim to be accepted. ",,,,,,,,,,
INDIGO-POJ-0159,outcomemetric14,Drug misuse entry into drug treatment - Better Managed Needs,entrenched rough sleepers,300,Individual,,The ‘entry into drug misuse treatment’ outcomes payment will be paid following the start of a structured treatment intervention for an individual diagnosed with an drug misuse problem. ,,,,,,,,,,
INDIGO-POJ-0159,outcomemetric15,Drug misuse sustained engagement with drug treatment - Better Managed Needs,entrenched rough sleepers,300,Individual,,"To claim for this outcome, at least one of the following evidence types must be provided:
•	self-certification form no. 007;
•	letter/email from the treatment provider confirming the client has engaged with and/or completed a structured tier 3 or 4 alcohol or drug substance misuse treatment programme;
•	if the client engagement was for less than 3 months, a discharge letter must be submitted for the claim to be accepted. ",,,,,,,,,,
INDIGO-POJ-0159,outcomemetric16,"Improved education/training (Entry into employment)
1) Self-cert form 2) One of the following:
1. Certificate
2. Trainer letter/email",entrenched rough sleepers,300,Individual,,"An outcome payment will be paid on the completion of any vocational or academic qualification recognised in the Ofqual Regulated Qualification Framework. This includes Awards, Certificates and Diplomas at Entry level or above. The qualification must entail a minimum of 20 guided learning hours (GLH).",,,,,,,,,,
INDIGO-POJ-0159,outcomemetric17,"Volunteering/self-employed 13 weeks (Entry into employment)
1) Self-cert form 2) Organisation letter/email",entrenched rough sleepers,300,Individual,,"To claim for this outcome, the individual must volunteer an average of at least six hours a week  across the respective periods (i.e. to achieve the 13 week volunteering outcome, an individual must have volunteered 78 hours within a 13 week period). Any placement must conform to the recognised volunteer good practice code and must include: 
•	a clear role description;
•	supervision by a paid member of staff;
•	paid expenses.",,,,,,,,,,
INDIGO-POJ-0159,outcomemetric18,Volunteering/self-employed 26 weeks (Entry into employment),entrenched rough sleepers,300,Individual,,"To claim for this outcome, the individual must volunteer an average of at least six hours a week  across the respective periods (i.e. to achieve the 26 week volunteering outcome, an individual must have volunteered 156 hours within a 26 week period). Any placement must conform to the recognised volunteer good practice code and must include: 
•	a clear role description;
•	supervision by a paid member of staff;
•	paid expenses.",,,,,,,,,,
INDIGO-POJ-0159,outcomemetric19,"Part time work 13 weeks (Entry into employment)
1) Self-cert form 2) One of the following:
1. Contract
2. Payslips
3. Employer
letter/email
4. Invoices and
remittances",entrenched rough sleepers,300,Individual,,"Where the individual was employed prior to being referred into a cohort, this employment cannot be counted towards an outcome. However, outcome payments can be claimed where an individual’s employment situation is improved (e.g. an individual working part-time is supported into full-time work). Payments can be claimed upon completing 13 and 26 weeks, with the required hours, as follows:
•	Full-time employment: minimum 25 hours/ week;
•	Part-time employment: between 8-25 hours/ week;
•	Zero hours contract: between 104-325 hours over 13 weeks or 208-650 hours over 26 weeks for part-time; and 325+ hours over 13 weeks or 650+ hours over 26 weeks for full-time.  To claim for this outcome, at least one of the following evidence types must be provided:
•	self-certification form no. 010;
•	the employment contract; 
•	a letter/email from the employer confirming the employment; 
•	payslips, or receipts and remittances for work carried out. ",,,,,,,,,,
INDIGO-POJ-0159,outcomemetric20,Part time work 26 weeks (Entry into employment),entrenched rough sleepers,300,Individual,,"Where the individual was employed prior to being referred into a cohort, this employment cannot be counted towards an outcome. However, outcome payments can be claimed where an individual’s employment situation is improved (e.g. an individual working part-time is supported into full-time work). Payments can be claimed upon completing 13 and 26 weeks, with the required hours, as follows:
•	Full-time employment: minimum 25 hours/ week;
•	Part-time employment: between 8-25 hours/ week;
•	Zero hours contract: between 104-325 hours over 13 weeks or 208-650 hours over 26 weeks for part-time; and 325+ hours over 13 weeks or 650+ hours over 26 weeks for full-time.  To claim for this outcome, at least one of the following evidence types must be provided:
•	self-certification form no. 010;
•	the employment contract; 
•	a letter/email from the employer confirming the employment; 
•	payslips, or receipts and remittances for work carried out. ",,,,,,,,,,
INDIGO-POJ-0159,outcomemetric21,Full time work 13 weeks (Entry into employment),entrenched rough sleepers,300,Individual,,"Where the individual was employed prior to being referred into a cohort, this employment cannot be counted towards an outcome. However, outcome payments can be claimed where an individual’s employment situation is improved (e.g. an individual working part-time is supported into full-time work). Payments can be claimed upon completing 13 and 26 weeks, with the required hours, as follows:
•	Full-time employment: minimum 25 hours/ week;
•	Part-time employment: between 8-25 hours/ week;
•	Zero hours contract: between 104-325 hours over 13 weeks or 208-650 hours over 26 weeks for part-time; and 325+ hours over 13 weeks or 650+ hours over 26 weeks for full-time.  To claim for this outcome, at least one of the following evidence types must be provided:
•	self-certification form no. 010;
•	the employment contract; 
•	a letter/email from the employer confirming the employment; 
•	payslips, or receipts and remittances for work carried out. ",,,,,,,,,,
INDIGO-POJ-0159,outcomemetric22,Full time work 26 weeks (Entry into employment),entrenched rough sleepers,300,Individual,,"Where the individual was employed prior to being referred into a cohort, this employment cannot be counted towards an outcome. However, outcome payments can be claimed where an individual’s employment situation is improved (e.g. an individual working part-time is supported into full-time work). Payments can be claimed upon completing 13 and 26 weeks, with the required hours, as follows:
•	Full-time employment: minimum 25 hours/ week;
•	Part-time employment: between 8-25 hours/ week;
•	Zero hours contract: between 104-325 hours over 13 weeks or 208-650 hours over 26 weeks for part-time; and 325+ hours over 13 weeks or 650+ hours over 26 weeks for full-time.  To claim for this outcome, at least one of the following evidence types must be provided:
•	self-certification form no. 010;
•	the employment contract; 
•	a letter/email from the employer confirming the employment; 
•	payslips, or receipts and remittances for work carried out. ",,,,,,,,,,
INDIGO-POJ-0160,outcomemetric1,"Metric 1: Successful completion of travel training, and sign off as able to travel independently",,,,,,,,,,10,4,10.2,4.5,,
INDIGO-POJ-0160,outcomemetric2,Metric 2: Sustained independent travel at three months after completion of travel training,,,,,,,,,,10,4,10.2,4.5,,
INDIGO-POJ-0160,outcomemetric3,Metric 3: Sustained independent travel at six months after completion of travel training ,,,,,,,,,,10,4,10.2,4.5,,
INDIGO-POJ-0160,outcomemetric4,Metric 4: Assessments and engagement fee per originally contracted referral,,,,,,,,,,10,4,10.2,4.5,,
INDIGO-POJ-0161,outcomemetric1,Metric 1: The child is settled in the family home/reunited in the family home four weeks after completion of the initial intervention.,,,,,,,,,Child and family welfare,3,,3.4,,,
INDIGO-POJ-0161,outcomemetric2,Metric 2: The child remains settled in the family home six months following the intervention.,,,,,,,,,Child and family welfare,3,,3.4,,,
INDIGO-POJ-0161,outcomemetric3,Metric 3: The child remains settled in the family home 12 months following the intervention.,,,,,,,,,Child and family welfare,3,,3.4,,,
INDIGO-POJ-0161,outcomemetric4,"Metric 4: Improved family functioning and child well-being as measured by use of appropriate Outcomes Star. Specifically, the family achieves at least a 0.5 increase in average score as measured by the Family plus Star at six months compared to score on entry to the programme.",,,,,,,,,Child and family welfare,3,,3.4,,,
INDIGO-POJ-0161,outcomemetric5,"Metric 5: Improved family functioning and child well-being as measured by use of appropriate Outcomes Star. Specifically, the child achieves at least a 0.5 increase in average score as measured by the My Star at six months compared to score on entry to the programme.",,,,,,,,,Child and family welfare,3,,3.4,,,
INDIGO-POJ-0162,outcomemetric1,"Primary outcome measure: Children and young people progress along the flourishing scale, reducing risk factors and imporving their projected outcomes in later life.",,,,,,,,,,4,10,4.5,10.2,,
INDIGO-POJ-0162,outcomemetric2,Outcome Metric 1: Initial engagement with the link worker. Evidence: consent agreement signed by the child or young person and or family. Children and young person dashboard generated and support plan put in place.,,,,,,,,,,4,10,4.5,10.2,,
INDIGO-POJ-0162,outcomemetric3,Outcome Metric 2: Continued engagement with the link worker. Evidence: record of engagement and notes generated.,,,,,,,,,,4,10,4.5,10.2,,
INDIGO-POJ-0162,outcomemetric4,Outcome Metric 3: Progress towards flourishing measured by averaging the distance travelled from Children and Young person's base assessment to standard risk thresholds for school attendance attainment in English and mental well-being.,,,,,,,,,,4,10,4.5,10.2,,
INDIGO-POJ-0163,outcomemetric1,"First Improved attitude to school/education
The Participant demonstrates a positive change in their disposition towards learning (e.g. willingness to learn; completing homework); a positive attitude towards classroom peers, and those in authority (i.e. teachers/head teachers). This must be identified and verified by a teacher. The improvement has to be demonstrated for a minimum of 13 continuous weeks (not including school holidays) to generate an Outcome payment. This can only be claimed for participants who were 14/15 years old when they started.
A signed and dated confirmation letter from school/teacher/home tutor on official headed paper. The evidence should include details about how the young person’s attitude has improved.","Young people, outcome can only be claimed for participants who were 14/15 years old when they started. ",1319,,,,,,,,8,,8.6,,,
INDIGO-POJ-0163,outcomemetric2,"Improved attendance at School
Participants who are ‘Persistent absentees’ means students/pupils absent from school for more than 10% of sessions over the past three terms (authorised or unauthorised absence, as identified by teachers or attendance records). Persistent absence has to decrease to attendance levels associated with the average student, in the Participant’s school year. The improvement has to be demonstrated for a minimum of 13 continuous weeks (not including school holidays) to generate an Outcome payment. This can only be claimed for participants who were 14/15 years old when they started.
A signed and dated confirmation letter from school/teacher/home tutor on official headed paper. The letter should include details of the improved attendance level achieved by the young person and indicate the attendance levels associated with the average student in that school year.","Young people, outcome can only be claimed for participants who were 14/15 years old when they started. ",,,,,,,,,8,,8.6,,,
INDIGO-POJ-0163,outcomemetric3,"Improved behaviour at school
Participants who are at risk of exclusion, or whose behaviour has been identified as poor. This means those “whose behaviour is unacceptable, who break school rules or who fail to follow a reasonable instruction (Section 91 of Education and Inspection Act 2006)”. Behaviour must improve to the standard of behaviour expected of pupils at the school as set out in the school behaviour policy. The improvement has to be demonstrated for a minimum of 13 continuous weeks (not including school holidays) to generate an Outcome payment. This can only be claimed for participants who were 14/15 years old when they started.
A signed and dated confirmation letter from school/teacher/home tutor on official headed paper. The letter should include details of the improved behaviour level achieved by the young person and indicate the behaviour levels outlined in the school behaviour policy.","Young people, outcome can only be claimed for participants who were 14/15 years old when they started. ",,,,,,,,,8,,8.6,,,
INDIGO-POJ-0163,outcomemetric4,"Qualifications and Credit Framework (QCF) accredited Entry level qualifications (below GCSE)
The achievement of a first Qualifications and Credit Framework (QCF) accredited Entry level qualification (below GCSE). These include the following: Skills for Life* at Entry level, Entry level awards*, certificates and diplomas*, Foundation Learning Tier pathways* and Functional Skills at Entry level*
(*with a minimum of 40 Guided Learning Hours (GLH)). This can only be claimed for participants who were 14/15 years old when they started.
A signed and dated confirmation letter from school/teacher/home tutor on official headed paper covering all the information required or exam results slips or notifications from educational establishments; or a copy of the certificate showing the Participant’s name and date of birth, the Awarding Body, the date of achievement/ award and/or course completion date and the qualification accreditation number","Young people, outcome can only be claimed for participants who were 14/15 years old when they started. ",,,,,,,,,8,4,8.6,4.4,,
INDIGO-POJ-0163,outcomemetric5,"Improved attitude to school
The Participant demonstrates a positive change in their disposition towards learning (e.g. willingness to learn; completing homework); a positive attitude towards classroom peers, and those in authority (i.e. teachers/head teachers). This must be identified and verified by a teacher. The improvement has to be demonstrated for a minimum of 13 continuous weeks (not including school holidays) to generate an Outcome payment. This outcome can only be claimed where the participant was 16 years of age when provision commenced.
A signed and dated confirmation letter from school/teacher/home tutor on official headed paper; The evidence should include details about how the young person’s attitude has improved","Young people, can only be claimed for participants who were 16+ when they started",,,,,,,,,8,,8.6,,,
INDIGO-POJ-0163,outcomemetric6,"The achievement of a first QCF accredited Entry level qualification (below GCSE) with a literacy and numeracy focus
The achievement of a first QCF accredited Entry level qualification (below GCSE) with a literacy and numeracy focus. These include the following Entry level awards: Entry Level Certificate in Adult Literacy* and Entry Level Certificate in Adult Numeracy* (*with a minimum of 40 Guided Learning
Hours (GLH)). These are Entry Level qualifications (below GCSE) accredited in the Qualifications and Credit Framework (QCF) with a literacy and numeracy focus. This outcome is aimed specifically at students aged 16 or above who are working below GCSE level. 
A signed and dated confirmation letter from school/teacher/home tutor on official headed paper covering all the information required; or exam results slips or notifications from educational establishments; or a copy of the certificate showing the Participant’s name and date of birth, the Awarding Body, the date of achievement/award and/or course completion date and the qualification accreditation number.","Young people, can be claimed for either 14/15 or 16+ client group. ",,,,,,,,,8,4,8.6,4.6,,
INDIGO-POJ-0163,outcomemetric7,"The achievement of First QCF Level 1 qualification
The achievement of First QCF Level 1 qualification Achievements counted as Level 1 in the following qualifications include: At least one GCSE pass (at any pass grade), BTEC awards*, diplomas* and certificates* at Level 1, Cambridge Nationals Level 1* and 2*, Key Skills* level 1, NVQ* at level 1, Skills for Life* at level 1, Functional Skills* level 1, Foundation Learning Tier Pathway* at level 1 (*With a minimum of 120 Guided Learning Hours). Can be claimed for either 14/15 or 16+ client group.
A signed and dated confirmation letter from school/teacher/home tutor on official headed paper covering all the information required; or exam results slips or notifications from educational establishments; or a copy of the certificate showing the Participant’s name and date of birth, the Awarding Body, the date of achievement/award and/or course completion date and the qualification accreditation number.","Young people, can be claimed for either 14/15 or 16+ client group. ",,,,,,,,,8,4,8.6,4.4,,
INDIGO-POJ-0163,outcomemetric8,"The achievement of First QCF Level 2 qualification
The achievement of First QCF Level 2 qualification Achievements counted as Level 2 in the following qualifications include: 5 full GCSE/ iGCSE passes including English and Mathematics at grade A* to C or 2 AS level at grade A to E or; 1 A/A2 level at grade A to E or; 1 NVQ*/full VRQ* pass at Level 2 or higher; or 1 International Baccalaureate pass (*with a minimum of 325 Guided Learning Hours). Can be claimed for either 14/15 or 16+ client group.
A signed and dated confirmation letter from school/teacher/home tutor on official headed paper covering all the information required; or exam results slips or notifications from educational establishments; or; a copy of the certificate showing the Participant’s name and date of birth, the Awarding Body, the date of achievement/award and/or course completion date and the qualification accreditation number.","Young people, can be claimed for either 14/15 or 16+ client group. ",,,,,,,,,8,4,8.6,4.4,,
INDIGO-POJ-0163,outcomemetric9,"Completion of first QCF Level 3 training/vocational qualifications.
Achievements counted as Level 3 in the following qualifications include: 4 AS level at grade A to E; 2 A/A2 level at grade A to E; 1 NVQ/full VRQ pass at Level 3 or higher (with a minimum of 595 Guided Learning Hours); 1 International Baccalaureate pass; 2 Pre-U Principal Subject or 4 Pre-U Short Course Subjects. Can be claimed for either 14/15 or 16+ client group.
A signed and dated confirmation letter from school/teacher/home tutor on official headed paper covering all the information required; or exam results slips or notifications from educational establishments; or a copy of the certificate showing the participant’s name and date of birth, the Awarding Body, the date of achievement/award and/or course completion date and the qualification accreditation number","Young people, can be claimed for either 14/15 or 16+ client group. ",,,,,,,,,8,4,8.6,4.4,,
INDIGO-POJ-0163,outcomemetric10,"Entry into First Employment (16 or more hours per week) with training element (e.g. an Apprenticeship, or work-based learning).
Entry into employment of 16 hours per week or more. For under 18s this includes a part-time education or training element [which counts towards the 16 hours]. A part-time education or training element is defined as at least 280 guided learning hours per year. This employment must have lasted for a minimum of 13 continuous or cumulative weeks in order for it to generate an Outcome payment. Self-employment is also included.
Confirmation letter from employer (Employer Verification Template), supported by evidence e.g. business card, trade invoices, utility bills etc. For self-employed individuals, Self Employment Verification Template must be supported by evidence that the individual is trading e.g. trading bank statements, National Insurance contributions, trade invoices etc. Including for under 18s details of the part-time education or training element is also required to confirm the employment meets the necessary Guided Learning Hours requirement.","Young people, can be claimed for either 14/15 or 16+ client group. ",,,,,,,,,8,10,8.6,10.2,,
INDIGO-POJ-0163,outcomemetric11,"Entry into sustained employment – 26 weeks
Sustained employment is where a participant has been in employment and off benefit for a total of 26 weeks: and specifically where a Job Outcome payment has been paid; and thirteen continuous weeks in employment have elapsed between the Job Outcome payment date. Again, for under 18s, a part-time education or training element is required.
Confirmation letter from employer (Employer Verification Template), supported by evidence e.g. business card, trade invoices, utility bills etc. For self-employed individuals, Self Employment Verification Template must be supported by evidence that the individual is trading e.g. trading bank statements, National Insurance contributions, trade invoices etc. Including for under 18s details of the part-time education or training element is also required to confirm the employment meets the necessary Guided Learning Hours requirement.","Young people, can be claimed for either 14/15 or 16+ client group. ",,,,,,,,,8,10,8.6,10.2,,
INDIGO-POJ-0164,outcomemetric1,"First Improved attitude to school/education
The Participant demonstrates a positive change in their disposition towards learning (e.g. willingness to learn; completing homework); a positive attitude towards classroom peers, and those in authority (i.e. teachers/head teachers). This must be identified and verified by a teacher. The improvement has to be demonstrated for a minimum of 13 continuous weeks (not including school holidays) to generate an Outcome payment. This can only be claimed for participants who were 14/15 years old when they started.
A signed and dated confirmation letter from school/teacher/home tutor on official headed paper. The evidence should include details about how the young person’s attitude has improved.","Young people, outcome can only be claimed for participants who were 14/15 years old when they started. ",1000,,,,,,,Employment and training,8,,8.6,,,
INDIGO-POJ-0164,outcomemetric2,"Improved attendance at School
Participants who are ‘Persistent absentees’ means students/pupils absent from school for more than 10% of sessions over the past three terms (authorised or unauthorised absence, as identified by teachers or attendance records). Persistent absence has to decrease to attendance levels associated with the average student, in the Participant’s school year. The improvement has to be demonstrated for a minimum of 13 continuous weeks (not including school holidays) to generate an Outcome payment. This can only be claimed for participants who were 14/15 years old when they started.
A signed and dated confirmation letter from school/teacher/home tutor on official headed paper. The letter should include details of the improved attendance level achieved by the young person and indicate the attendance levels associated with the average student in that school year.","Young people, outcome can only be claimed for participants who were 14/15 years old when they started. ",,,,,,,,Employment and training,8,,8.6,,,
INDIGO-POJ-0164,outcomemetric3,"Improved behaviour at school
Participants who are at risk of exclusion, or whose behaviour has been identified as poor. This means those “whose behaviour is unacceptable, who break school rules or who fail to follow a reasonable instruction (Section 91 of Education and Inspection Act 2006)”. Behaviour must improve to the standard of behaviour expected of pupils at the school as set out in the school behaviour policy. The improvement has to be demonstrated for a minimum of 13 continuous weeks (not including school holidays) to generate an Outcome payment. This can only be claimed for participants who were 14/15 years old when they started.
A signed and dated confirmation letter from school/teacher/home tutor on official headed paper. The letter should include details of the improved behaviour level achieved by the young person and indicate the behaviour levels outlined in the school behaviour policy.","Young people, outcome can only be claimed for participants who were 14/15 years old when they started. ",,,,,,,,Employment and training,8,,8.6,,,
