Project ID,Id,Name - (Value),Type - (Value),Publishing Organisations - (Value),URL - (Value),Archive URL - (Value),Internal URL - (Value),Publication Date - (Value),Accessed Date - (Value),Notes
INDIGO-POJ-0098,source8,Illinois Dually-Involved Youth Pay for Success Initiative fact sheet (2017) - p. 1; Illinois Dually-Involved Youth Pay for Success Initiative ramp-up fact sheet - p.2,,,,,,,,
INDIGO-POJ-0098,source9,Conscience Community Network Dually Involved Youth Project summary - p.2,,,,,,,,
INDIGO-POJ-0098,source10,"Nonprofit Finance Fund project overview, https://www.payforsuccess.org/project/illinois-dually-involved-youth-project (temporary)",,,,,,,,
INDIGO-POJ-0098,source11,"Illinois Dually-Involved Youth Pay for Success Initiative fact sheet (2017) - p. 2; Nonprofit Finance Fund project overview, https://www.payforsuccess.org/project/illinois-dually-involved-youth-project",,,,,,,,
INDIGO-POJ-0099,source1,Just-in-Reach Pay for Success fact sheet (2017) - p. 1,,,,,,,,
INDIGO-POJ-0099,source2,"Approval of an Agreement with JIR PFS, LLC for the Just-in-Reach PFS program (20/06/2017) - p.1",,,,,,,,
INDIGO-POJ-0099,source3,"Agreement by and between County of Los Angele and JIR PFS, LLC for the JIR PFS program (2017) - Annex A-7, p.14",,,,,,,,
INDIGO-POJ-0099,source4,"Agreement by and between County of Los Angele and JIR PFS, LLC for the JIR PFS program (2017) - Annex A-7, p.12",,,,,,,,
INDIGO-POJ-0099,source5,"GuideStar.org, https://www.guidestar.org/search",,,,,,,,
INDIGO-POJ-0099,source6,"Agreement by and between County of Los Angele and JIR PFS, LLC for the JIR PFS program (2017) - Annex A-3, p.1",,,,,,,,
INDIGO-POJ-0099,source7,"Agreement by and between County of Los Angele and JIR PFS, LLC for the JIR PFS program (2017) - Annex A-7, p.11",,,,,,,,
INDIGO-POJ-0099,source8,"Agreement by and between County of Los Angele and JIR PFS, LLC for the JIR PFS program (2017) - Annex A-7, p.15",,,,,,,,
INDIGO-POJ-0099,source9,"Approval of an Agreement with JIR PFS, LLC for the Just-in-Reach PFS program (20/06/2017) - p.3",,,,,,,,
INDIGO-POJ-0099,source10,"Nonprofit Finance Fund project summary, https://www.payforsuccess.org/project/los-angeles-county-just-reach-project",,,,,,,,
INDIGO-POJ-0099,source11,"Approval of an Agreement with JIR PFS, LLC for the Just-in-Reach PFS program (20/06/2017) - p.2",,,,,,,,
INDIGO-POJ-0099,source12,Just-in-Reach Pay for Success fact sheet (2017) - p. 2,,,,,,,,
INDIGO-POJ-0099,source13,"Agreement by and between County of Los Angele and JIR PFS, LLC for the JIR PFS program (2017) - Annex A-7, p.17",,,,,,,,
INDIGO-POJ-0099,source14,"Agreement by and between County of Los Angele and JIR PFS, LLC for the JIR PFS program (2017) - Exhibit B, p.3",,,,,,,,
INDIGO-POJ-0099,source15,"Agreement by and between County of Los Angele and JIR PFS, LLC for the JIR PFS program (2017) - Annex A-7, p.20",,,,,,,,
INDIGO-POJ-0099,sourcehackandlearn2022-03,Hack and Learn - March 2022,,,,,,,,
INDIGO-POJ-0099,source16,Final evaluation report by RAND Corporation,,,https://www.rand.org/pubs/research_reports/RRA1758-1.html,,,,,
INDIGO-POJ-0100,source1,Oklahoma Pay for Success: Family and Children's Services - Women in Recovery fact sheet (2017)  - p.1,,,,,,,,
INDIGO-POJ-0100,source2,Oklahoma Pay for Success: Family and Children's Services - Women in Recovery fact sheet (2017) - p.3,,,,,,,,
INDIGO-POJ-0100,source3,"GuideStar.org, https://www.guidestar.org/search",,,,,,,,
INDIGO-POJ-0100,source4,Oklahoma Pay for Success: Family and Children's Services - Women in Recovery fact sheet (2017)  - p.3,,,,,,,,
INDIGO-POJ-0100,source5,Oklahoma Pay for Success: Family and Children's Services - Women in Recovery fact sheet (2017)  - p.4,,,,,,,,
INDIGO-POJ-0100,source6,Own calculations,,,,,,,,
INDIGO-POJ-0100,source7,Oklahoma Pay for Success: Family and Children's Services - Women in Recovery fact sheet (2017) - p.4,,,,,,,,
INDIGO-POJ-0100,source8,Governor Mary Fallin PFS project press release (2017),,,,,,,,
INDIGO-POJ-0100,source9,Oklahoma Pay for Success: Family and Children's Services - Women in Recovery fact sheet (2017)  - p.3-4,,,,,,,,
INDIGO-POJ-0100,source10,Oklahoma Pay for Success: Family and Children's Services - Women in Recovery fact sheet (2017) - p.1; Governor Mary Fallin PFS project press release (2017),,,,,,,,
INDIGO-POJ-0100,source11,Oklahoma Pay for Success: Family and Children's Services - Women in Recovery fact sheet (2017) - p.2,,,,,,,,
INDIGO-POJ-0101,source1,Ventura County Project to Support Reentry fact sheet (2017) - p. 1,,,,,,,,
INDIGO-POJ-0101,source2,"Ventura County Project to Support Reentry Launched press release (06/11/2017), https://socialfinance.org/news/ventura-county-project-support-reentry-launched-reduce-recidivism-improve-public-safety-promote-family-stability/",,,,,,,,
INDIGO-POJ-0101,source3,Ventura County Project to Support Reentry fact sheet (2017) - p. 3,,,,,,,,
INDIGO-POJ-0101,source4,"GuideStar.org, https://www.guidestar.org/search",,,,,,,,
INDIGO-POJ-0101,source5,"Ventura County Project to Support Reentry Launched press release (06/11/2017), https://socialfinance.org/news/ventura-county-project-support-reentry-launched-reduce-recidivism-improve-public-safety-promote-family-stability/; Ventura County Project to Support Reentry fact sheet (2017) - p. 4",,,,,,,,
INDIGO-POJ-0101,source6,Ventura County Project to Support Reentry fact sheet (2017) - p. 4,,,,,,,,
INDIGO-POJ-0101,source7,"Ventura County Project to Support Reentry Launched press release (06/11/2017), https://socialfinance.org/news/ventura-county-project-support-reentry-launched-reduce-recidivism-improve-public-safety-promote-family-stability/, Nonprofit Finance Fund project summary - https://www.payforsuccess.org/project/ventura-county-project-support-reentry",,,,,,,,
INDIGO-POJ-0101,source8,Ventura County Project to Support Reentry fact sheet (2017) - p. 4; Nonprofit Finance Fund project summary - https://www.payforsuccess.org/project/ventura-county-project-support-reentry,,,,,,,,
INDIGO-POJ-0101,source9,Ventura County Project to Support Reentry fact sheet (2017) - p. 1 - 2,,,,,,,,
INDIGO-POJ-0101,source10,Ventura County Project to Support Reentry fact sheet (2017) - p. 2,,,,,,,,
INDIGO-POJ-0101,source11,Ventura County Project to Support Reentry fact sheet (2017) - p. 2 and Nonprofit Finance Fund project summary - https://www.payforsuccess.org/project/ventura-county-project-support-reentry,,,,,,,,
INDIGO-POJ-0102,source1,"Alameda County Justice Restoration Project Launched press release (21/09/2017), https://www.alcoda.org/newsroom/2017/sep/justice_restoration_project",,,,,,,,
INDIGO-POJ-0102,source2,"Alameda County Justice Restoration Project Third Sector project summary (accessed 17/07/2019), https://www.thirdsectorcap.org/alameda/",,,,,,,,
INDIGO-POJ-0102,source3,"GuideStar.org, https://www.guidestar.org/search",,,,,,,,
INDIGO-POJ-0102,source4,"Alameda County Justice Restoration Project Launched press release (21/09/2017), https://www.alcoda.org/newsroom/2017/sep/justice_restoration_project; Alameda County Justice Restoration Project Third Sector project summary (accessed 17/07/2019), https://www.thirdsectorcap.org/alameda/",,,,,,,,
INDIGO-POJ-0103,source1,"DCF, Discover and Longwood pilot social impact investing with Blood Bank (press release, accessed 19/07/2019), https://www.delcf.org/2018/09/dcf-discover-and-longwood-pilot-social-impact-investing-with-blood-bank/",,,,,,,,
INDIGO-POJ-0103,source2,"Social Finance Blood Bank of Delmarva Sustainability Project webpage (accessed 19/07/2019), https://sibdatabase.socialfinance.org.uk/?project_id=117",,,,,,,,
INDIGO-POJ-0103,source3,"GuideStar.org, https://www.guidestar.org/search",,,,,,,,
INDIGO-POJ-0103,source4,"Social Finance Blood Bank of Delmarva Sustainability Project summary (accessed 19/07/2019), https://socialfinance.org/focus-areas/health/blood-bank-of-delmarva/",,,,,,,,
INDIGO-POJ-0103,source5,"Social Finance Blood Bank of Delmarva Sustainability Project summary (accessed 19/07/2019), https://socialfinance.org/focus-areas/health/blood-bank-of-delmarva/; DCF, Discover and Longwood pilot social impact investing with Blood Bank (press release, accessed 19/07/2019), https://www.delcf.org/2018/09/dcf-discover-and-longwood-pilot-social-impact-investing-with-blood-bank/",,,,,,,,
INDIGO-POJ-0104,source1,Veterans CARE PFS project fact sheet (2018) - p.1,,,,,,,,
INDIGO-POJ-0104,source2,"Veterans CARE project press release (Social Finance, accessed 19/07/2019), https://socialfinance.org/news/va-partner-organizations-launch-innovative-approach-using-long-term-employment-improve-lives-veterans-ptsd/",,,,,,,,
INDIGO-POJ-0104,source3,Veterans CARE PFS project fact sheet (2018) - p.3,,,,,,,,
INDIGO-POJ-0104,source4,"Social Finance Veterans CARE project summary (accessed 19/07/2019), https://socialfinance.org/focus-areas/workforce/veterans-care-project/",,,,,,,,
INDIGO-POJ-0104,source5,Veterans CARE PFS project fact sheet (2018) - p.2,,,,,,,,
INDIGO-POJ-0104,source6,Veterans CARE PFS project fact sheet (2018) - p.4,,,,,,,,
INDIGO-POJ-0105,source1,Governor's Youth Pay for Success Initiative fact sheet (2018),,,,,,,,
INDIGO-POJ-0105,source2,Pay for Success contract between the State of Colorado and Jefferson County School District R-1 (17/07/2018) - p.1,,,,,,,,
INDIGO-POJ-0105,source3,Pay for Success contract between the State of Colorado and Jefferson County School District R-1 (17/07/2018) - p.2,,,,,,,,
INDIGO-POJ-0105,source4,"Office of Governor John Hickenlooper January 2019 update, https://sites.google.com/state.co.us/rfpfs/pay-for-success",,,,,,,,
INDIGO-POJ-0105,source5,"Pay for Success contract between the State of Colorado and Jefferson County School District R-1 (17/07/2018) Exhibit C (Success Payments, Process Benchmarks, Early Success Payments) - p. 5 (also p. 5 of contract itself).",,,,,,,,
INDIGO-POJ-0105,source6,"Pay for Success contract between the State of Colorado and Jefferson County School District R-1 (17/07/2018) Exhibit C (Success Payments, Process Benchmarks, Early Success Payments) - p. 5",,,,,,,,
INDIGO-POJ-0105,source7,Pay for Success contract between the State of Colorado and Jefferson County School District R-1 (17/07/2018) - p.1; Exhibit G-2,,,,,,,,
INDIGO-POJ-0105,source8,"Pay for Success contract between the State of Colorado and Jefferson County School District R-1 Exhibit E (Evaluation Plan, 18/06/2018) - p.7",,,,,,,,
INDIGO-POJ-0105,source9,"Pay for Success contract between the State of Colorado and Jefferson County School District R-1 (17/07/2018) Exhibit B (Statement of Work) - p.1, and Exhibit E, p.2.",,,,,,,,
INDIGO-POJ-0105,source10,"Pay for Success contract between the State of Colorado and Jefferson County School District R-1 Exhibit E (Evaluation Plan, 18/06/2018) - p.2",,,,,,,,
INDIGO-POJ-0105,source11,"Pay for Success contract between the State of Colorado and Jefferson County School District R-1 (17/07/2018) Exhibit C (Success Payments, Process Benchmarks, Early Success Payments) - p. 1 - 2",,,,,,,,
INDIGO-POJ-0105,source12,"Pay for Success contract between the State of Colorado and Jefferson County School District R-1 Exhibit E (Evaluation Plan, 18/06/2018) - p.10",,,,,,,,
INDIGO-POJ-0105,source13,"Pay for Success contract between the State of Colorado and Jefferson County School District R-1 Exhibit E (Evaluation Plan, 18/06/2018) - p.2 - 4",,,,,,,,
INDIGO-POJ-0105,source14,Pay for Success contract between the State of Colorado and Jefferson County School District - p.2,,,,,,,,
INDIGO-POJ-0105,source15,Pay for Success contract between the State of Colorado and Jefferson County School District - Exhibit G-3,,,,,,,,
INDIGO-POJ-0106,source1,Governor's Youth Pay for Success Initiative (Three Pay for Success Projects to Improve Outcomes for Colorado At-Risk Teens) factsheet,,,,,,,,
INDIGO-POJ-0106,source2,"Pay for Success Contract by and between The State of Colorado and Colorado Seminary, as Owner and Operator of The UoD and its CEI at the Graduate School of Social Work (19/12/2018) - cover page",,,,,,,,
INDIGO-POJ-0106,source3,"Pay for Success Governor John Hickenlooper January 2019 update (accessed 19/07/2019), https://sites.google.com/state.co.us/rfpfs/pay-for-success",,,,,,,,
INDIGO-POJ-0106,source4,"Pay for Success Contract by and between The State of Colorado and Colorado Seminary, as Owner and Operator of The UoD and its CEI at the Graduate School of Social Work (19/12/2018) - p. 1",,,,,,,,
INDIGO-POJ-0106,source5,"Pay for Success Contract by and between The State of Colorado and Colorado Seminary, as Owner and Operator of The UoD and its CEI at the Graduate School of Social Work (19/12/2018) - p. 2",,,,,,,,
INDIGO-POJ-0106,source6,"Pay for Success Contract by and between The State of Colorado and Colorado Seminary, as Owner and Operator of The UoD and its CEI at the Graduate School of Social Work (19/12/2018), Exhibit A-1",,,,,,,,
INDIGO-POJ-0106,source7,"Pay for Success Contract by and between The State of Colorado and Colorado Seminary, as Owner and Operator of The UoD and its CEI at the Graduate School of Social Work (19/12/2018) - p. 9",,,,,,,,
INDIGO-POJ-0106,source8,"Pay for Success Contract by and between The State of Colorado and Colorado Seminary, as Owner and Operator of The UoD and its CEI at the Graduate School of Social Work (19/12/2018) - p. 1; Pay for Success Contract by and between The State of Colorado and Colorado Seminary, as Owner and Operator of The UoD and its CEI at the Graduate School of Social Work (19/12/2018), Exhibit B (Evaluation Budget)",,,,,,,,
INDIGO-POJ-0106,source9,"Pay for Success Contract by and between The State of Colorado and Colorado Seminary, as Owner and Operator of The UoD and its CEI at the Graduate School of Social Work (19/12/2018), Exhibit G-2",,,,,,,,
INDIGO-POJ-0106,source10,"Pay for Success Contract by and between The State of Colorado and Colorado Seminary, as Owner and Operator of The UoD and its CEI at the Graduate School of Social Work (19/12/2018), Exhibit E-1",,,,,,,,
INDIGO-POJ-0106,source11,"Pay for Success Contract by and between The State of Colorado and Colorado Seminary, as Owner and Operator of The UoD and its CEI at the Graduate School of Social Work (19/12/2018), p.4.",,,,,,,,
INDIGO-POJ-0106,source12,"Pay for Success Contract by and between The State of Colorado and Colorado Seminary, as Owner and Operator of The UoD and its CEI at the Graduate School of Social Work (19/12/2018) - p. 8 - 11",,,,,,,,
INDIGO-POJ-0106,source13,"Pay for Success Contract by and between The State of Colorado and Colorado Seminary, as Owner and Operator of The UoD and its CEI at the Graduate School of Social Work (19/12/2018) - p. 5",,,,,,,,
INDIGO-POJ-0106,source14,"Pay for Success Contract by and between The State of Colorado and Colorado Seminary, as Owner and Operator of The UoD and its CEI at the Graduate School of Social Work (19/12/2018) - Exhibit D-2 and Exhibit B 'Evaluation Plan' (though B is missing from the contract document)",,,,,,,,
INDIGO-POJ-0106,source15,"Pay for Success Contract by and between The State of Colorado and Colorado Seminary, as Owner and Operator of The UoD and its CEI at the Graduate School of Social Work (19/12/2018) - p. 2 and Exhibit D-2.",,,,,,,,
INDIGO-POJ-0107,source1,Governor's Youth Pay for Success Initiative (Three Pay for Success Projects to Improve Outcomes for Colorado At-Risk Teens) factsheet,,,,,,,,
INDIGO-POJ-0107,source2,Pay for Success contract between the State of Colorado and the Denver Collaborative Partnership (19/12/2018)- cover page,,,,,,,,
INDIGO-POJ-0107,source3,"Pay for Success Governor John Hickenlooper January 2019 update (accessed 19/07/2019), https://sites.google.com/state.co.us/rfpfs/pay-for-success",,,,,,,,
INDIGO-POJ-0107,source4,Pay for Success contract between the State of Colorado and the Denver Collaborative Partnership - Exhibit B (15/11/2018) Evaluation Plan - p. 3,,,,,,,,
INDIGO-POJ-0107,source5,Pay for Success contract between the State of Colorado and the Denver Collaborative Partnership (19/12/2018)- p. 2,,,,,,,,
INDIGO-POJ-0107,source6,Pay for Success contract between the State of Colorado and the Denver Collaborative Partnership (19/12/2018)- p. 1,,,,,,,,
INDIGO-POJ-0107,source7,Pay for Success contract between the State of Colorado and the Denver Collaborative Partnership (19/12/2018)- p. 4,,,,,,,,
INDIGO-POJ-0107,source8,Pay for Success contract between the State of Colorado and the Denver Collaborative Partnership (19/12/2018)- p. 5,,,,,,,,
INDIGO-POJ-0107,source9,Pay for Success contract between the State of Colorado and the Denver Collaborative Partnership (19/12/2018) - Exhibit G-2,,,,,,,,
INDIGO-POJ-0107,source10,Pay for Success contract between the State of Colorado and the Denver Collaborative Partnership - Exhibit B (15/11/2018) Evaluation Plan - p. 9,,,,,,,,
INDIGO-POJ-0107,source11,Pay for Success contract between the State of Colorado and the Denver Collaborative Partnership (19/12/2018) - Exhibit C - p. 1 - 2,,,,,,,,
INDIGO-POJ-0107,source12,"Pay for Success contract between the State of Colorado and the Denver Collaborative Partnership -p.8, and Exhibit B (15/11/2018) Evaluation Plan - p. 4",,,,,,,,
INDIGO-POJ-0107,source13,Pay for Success contract between the State of Colorado and the Denver Collaborative Partnership (19/12/2018)- p. 8 - 11,,,,,,,,
INDIGO-POJ-0107,source14,Pay for Success contract between the State of Colorado and the Denver Collaborative Partnership - Exhibit B (15/11/2018) Evaluation Plan - p. 4,,,,,,,,
INDIGO-POJ-0107,source15,Pay for Success contract between the State of Colorado and the Denver Collaborative Partnership -p.2 and Exhibits F-1 and D-2,,,,,,,,
INDIGO-POJ-0107,source16,Pay for Success contract between the State of Colorado and the Denver Collaborative Partnership - p. 2,,,,,,,,
INDIGO-POJ-0107,source17,Pay for Success contract between the State of Colorado and the Denver Collaborative Partnership - Exhibits F-1 and D-22,,,,,,,,
INDIGO-POJ-0107,source18,Pay for Success contract between the State of Colorado and the Denver Collaborative Partnership -  Exhibits F-1 and D-22,,,,,,,,
INDIGO-POJ-0108,source1,"Oklahoma Department of Human Services PFS press release (accessed 22/07/2019), http://www.okdhs.org/library/news/rel/Pages/comm01022019.aspx",,,,,,,,
INDIGO-POJ-0109,source1,"Gloucester City Council Cabinet Meeting Report (Wednesday, 8/03/2017), http://democracy.gloucester.gov.uk/documents/g6007/Public%20reports%20pack%2008th-Mar-2017%2018.00%20Cabinet.pdf?T=10 - p. 53 and Gloucestershire County Council, ""Help for long-term homeless people"" (11/12/2017), https://www.gloucestershire.gov.uk/gloucestershire-county-council-news/news-december-2017/help-for-long-term-homeless-people/",,,,,,,,
INDIGO-POJ-0109,source2,"Gloucestershire County Council, ""Help for long-term homeless people"" (11/12/2017), https://www.gloucestershire.gov.uk/gloucestershire-county-council-news/news-december-2017/help-for-long-term-homeless-people/",,,,,,,,
INDIGO-POJ-0109,source3,"Gloucester City Council Progress Report on Countywide Entrenched Homeless Social Impact Bond (""ACTion Glos"")"", 12/09/2018, https://democracy.gloucester.gov.uk/documents/s46375/Report%20on%20Entrenched%20Homeless%20Social%20Impact%20Bond.pdf - p. 3",,,,,,,,
INDIGO-POJ-0109,source4,"People Potential Possibilities, ""ACTion Glos: Gloucestershire Homelessness Project - A new approach to supporting people who are homeless and facing complex challenges"", https://www.p3charity.org/services/action-glos-homelessness-project-in-gloucestershire",,,,,,,,
INDIGO-POJ-0109,source5,"Gloucester City Council Cabinet Meeting Report (Wednesday, 8/03/2017), http://democracy.gloucester.gov.uk/documents/g6007/Public%20reports%20pack%2008th-Mar-2017%2018.00%20Cabinet.pdf?T=10 - p. 53",,,,,,,,
INDIGO-POJ-0109,source6,"People Potential Possibilities website, https://www.p3charity.org",,,,,,,,
INDIGO-POJ-0109,source7,"Gloucestershire County Council, ""Help for long-term homeless people"" (11/12/2017), https://www.gloucestershire.gov.uk/gloucestershire-county-council-news/news-december-2017/help-for-long-term-homeless-people/; Gloucester City Council Cabinet Meeting Report (Wednesday, 8/03/2017), http://democracy.gloucester.gov.uk/documents/g6007/Public%20reports%20pack%2008th-Mar-2017%2018.00%20Cabinet.pdf?T=10 - p. 55",,,,,,,,
INDIGO-POJ-0109,source8,"Stroud District Council (21/09/2018; accessed 22/08/2019), ""Funding boost for county homelessness support services"", https://www.stroud.gov.uk/news-archive/funding-boost-for-county-homelessness-support-services; Gloucester City Council Cabinet Meeting Report (Wednesday, 8/03/2017), http://democracy.gloucester.gov.uk/documents/g6007/Public%20reports%20pack%2008th-Mar-2017%2018.00%20Cabinet.pdf?T=10 - p. 6",,,,,,,,
INDIGO-POJ-0109,source9,"Gloucester City Council Progress Report on Countywide Entrenched Homeless Social Impact Bond (""ACTion Glos"")"", 12/09/2018, https://democracy.gloucester.gov.uk/documents/s46375/Report%20on%20Entrenched%20Homeless%20Social%20Impact%20Bond.pdf - page 6",,,,,,,,
INDIGO-POJ-0109,source10,"People Potential Possibilities, ""ACTion Glos: Gloucestershire Homelessness Project - A new approach to supporting people who are homeless and facing complex challenges"", https://www.p3charity.org/services/action-glos-homelessness-project-in-gloucestershire ; Gloucester City Council Progress Report on Countywide Entrenched Homeless Social Impact Bond (""ACTion Glos"")"", 12/09/2018, https://democracy.gloucester.gov.uk/documents/s46375/Report%20on%20Entrenched%20Homeless%20Social%20Impact%20Bond.pdf - p. 2",,,,,,,,
INDIGO-POJ-0109,source11,"Gloucester City Council Cabinet Meeting Report (Wednesday, 8/03/2017), http://democracy.gloucester.gov.uk/documents/g6007/Public%20reports%20pack%2008th-Mar-2017%2018.00%20Cabinet.pdf?T=10 - p. 54",,,,,,,,
INDIGO-POJ-0109,source12,"Gloucester City Council Cabinet Meeting Report (Wednesday, 8/03/2017), http://democracy.gloucester.gov.uk/documents/g6007/Public%20reports%20pack%2008th-Mar-2017%2018.00%20Cabinet.pdf?T=10 - p. 79",,,,,,,,
INDIGO-POJ-0110,source1,"P3 (People Potential Possibilities), ""ACTion Lincs: Lincolnshire Homelessness Project - Life-changing support for people who are sleeping rough"" (accessed 22/08/2019), https://www.p3charity.org/services/action-lincs-homelessness-project-in-lincolnshire",,,,,,,,
INDIGO-POJ-0110,source2,"P3 (People Potential Possibilities), ""ACTion Lincs: Lincolnshire Homelessness Project - Life-changing support for people who are sleeping rough"" (accessed 22/08/2019), https://www.p3charity.org/services/action-lincs-homelessness-project-in-lincolnshire and Addaction website https://www.addaction.org.uk",,,,,,,,
INDIGO-POJ-0110,source3,"P3 (People Potential Possibilities) - Latest News, ""P3 to 'impact' street homelessness across Lincolnshire"" (31/03/2017; accessed 22/08/2019), https://www.p3charity.org/about-us/latest-news/post/20-p3-to-aimpacta-street-homelessness-across-lincolnshire",,,,,,,,
INDIGO-POJ-0110,source4,"P3 (People Potential Possibilities), ""ACTion Lincs: Lincolnshire Homelessness Project - Life-changing support for people who are sleeping rough"" (accessed 22/08/2019), https://www.p3charity.org/services/action-lincs-homelessness-project-in-lincolnshire; Third Sector Excellence Awards - P3 Charity & Addaction (accessed 22/08/2019), https://www.thirdsectorexcellenceawards.com/finalists/action-lincs/",,,,,,,,
INDIGO-POJ-0110,source5,"Social Finance - ACTion Lincs project webpage (accessed 22/08/2019), https://sibdatabase.socialfinance.org.uk/?project_id=116",,,,,,,,
INDIGO-POJ-0111,source1,"Gillian Plumridge, Judy Sebba, 'Evaluation of Birmingham City Council's Step Down Programme - Report of the  Findings September 2018' (Rees Centre, University of Oxford, 2018), page 4",,,,,,,,
INDIGO-POJ-0111,source2,"(Core Assets Group, accessed 05/07/2019) https://www.corechildrensservices.co.uk/project/outcomes-for-children/",,,,,,,,
INDIGO-POJ-0111,source3,"(Bridges, accessed 05/07/2019) https://www.bridgesfundmanagement.com/bridges-ventures-backs-foster-placement-service-commissioned-birmingham-city-council/",,,,,,,,
INDIGO-POJ-0111,source4,"Gillian Plumridge, Judy Sebba, 'Evaluation of Birmingham City Council's Step Down Programme - Report of the  Findings September 2018' (Rees Centre, University of Oxford, 2018), page 4 and (Social Finance Impact Bond Global Database, accessed 05/07/2019) https://sibdatabase.socialfinance.org.uk/?project_id=34",,,,,,,,
INDIGO-POJ-0111,source5,"(Social Finance Impact Bond Global Database, accessed 05/07/2019) https://sibdatabase.socialfinance.org.uk/?project_id=34",,,,,,,,
INDIGO-POJ-0111,source6,"(Bridges, accessed 05/07/2019) https://www.bridgesfundmanagement.com/portfolio/core-assets/",,,,,,,,
INDIGO-POJ-0111,source7,"(Bridges, accessed 05/07/2019) https://www.bridgesfundmanagement.com/bridges-ventures-backs-foster-placement-service-commissioned-birmingham-city-council/ and (Social Finance Impact Bond Global Database, accessed 05/07/2019) https://sibdatabase.socialfinance.org.uk/?project_id=34",,,,,,,,
INDIGO-POJ-0111,source8,"Gillian Plumridge, Judy Sebba, 'Evaluation of Birmingham City Council's Step Down Programme - Report of the  Findings September 2018' (Rees Centre, University of Oxford, 2018), page 8",,,,,,,,
INDIGO-POJ-0111,source9,"Gillian Plumridge, Judy Sebba, 'Evaluation of Birmingham City Council's Step Down Programme - Report of the Preliminary Findings January 2017' (Rees Centre, University of Oxford, 2017), page 8",,,,,,,,
INDIGO-POJ-0111,source10,"Gillian Plumridge, Judy Sebba, 'Evaluation of Birmingham City Council's Step Down Programme - Report of the Preliminary Findings January 2017' (Rees Centre, University of Oxford, 2017), pages 8-9",,,,,,,,
INDIGO-POJ-0111,source11,"Commissioning Better Outcomes - Awards from July 2013 to November 2018 (.xcl, n.d.), H3",,,,,,,,
INDIGO-POJ-0111,sourcehackandlearn2021-08,Hack and Learn - August 2021,,,,,,,,
INDIGO-POJ-0111,source12,Email exchange with Bridges Fund Management on 02/02/2022.,,,,,,,,
INDIGO-POJ-0111,source13,CBO project updates 2023-10,,,,,,,,
INDIGO-POJ-0112,source1,Commissioning Better Outcomes Awards from July 2013 to November 2018 (Accessed: 18 July 2019) https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=5&ved=2ahUKEwjmkfO907_jAhUkrXEKHYGPA2UQFjAEegQIBRAC&url=https%3A%2F%2Fwww.tnlcommunityfund.org.uk%2Fmedia%2Fdocuments%2Ffull-cost-recovery%2FCommissioning-Better-Outcomes%2FCBO_grant_awards.xls%3Fmtime%3D20190228100344&usg=AOvVaw1Fdu2GiiC6boDEgA3wBnqk,,,,,,,,
INDIGO-POJ-0112,source2,Social Finance website (Accessed on 19 July 2019) https://sibdatabase.socialfinance.org.uk/?project_id=106,,,,,,,,
INDIGO-POJ-0112,source3,Affinity Trust website (accessed 19 July 2019): https://affinitytrust.org/about/about-us/,,,,,,,,
INDIGO-POJ-0112,source4,Social Finance website (Accessed on 19 July 2019) https://sibdatabase.socialfinance.org.uk/?project_id=106 and Commissioning Better Outcomes Awards from July 2013 to November 2018 (Accessed: 18 July 2019) https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=5&ved=2ahUKEwjmkfO907_jAhUkrXEKHYGPA2UQFjAEegQIBRAC&url=https%3A%2F%2Fwww.tnlcommunityfund.org.uk%2Fmedia%2Fdocuments%2Ffull-cost-recovery%2FCommissioning-Better-Outcomes%2FCBO_grant_awards.xls%3Fmtime%3D20190228100344&usg=AOvVaw1Fdu2GiiC6boDEgA3wBnqk,,,,,,,,
INDIGO-POJ-0112,sourcehackandlearn2021-08,Hack and Learn - August 2021,,,,,,,,
INDIGO-POJ-0112,source6,CBO awards spreadsheet - Awards from July 2013 to May 2022,,,https://golab.bsg.ox.ac.uk/knowledge-bank/resources/commissioning-better-outcomes-awards-july-2013-may-2022/,,,,,
INDIGO-POJ-0112,source7,CBO 2023/10 update on projects,,,,,,,,
INDIGO-POJ-0113,source1,Commissioning Better Outcomes Awards from July 2013 to November 2018 (Accessed: 18 July 2019) https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=5&ved=2ahUKEwjmkfO907_jAhUkrXEKHYGPA2UQFjAEegQIBRAC&url=https%3A%2F%2Fwww.tnlcommunityfund.org.uk%2Fmedia%2Fdocuments%2Ffull-cost-recovery%2FCommissioning-Better-Outcomes%2FCBO_grant_awards.xls%3Fmtime%3D20190228100344&usg=AOvVaw1Fdu2GiiC6boDEgA3wBnqk,,,,,,,,
INDIGO-POJ-0113,source2,Social Finance website (Accessed on 19 July 2019) https://sibdatabase.socialfinance.org.uk/?project_id=107,,,,,,,,
INDIGO-POJ-0113,source3,"Elton John AIDS Foundation website: ""EJAF Announces World's First Social Impact Bond to Tackle HIV"" (Accessed on 11 December 2017) https://london.ejaf.org/aids-news/ejaf-announces-worlds-first-social-impact-bond-to-tackle-hiv/",,,,,,,,
INDIGO-POJ-0113,source4,POLITICO: How to get rich investing in health [Case Study],,,https://www.politico.eu/article/aids-hiv-epidemic-how-to-get-rich-investing-in-health/,,,,,
INDIGO-POJ-0113,sourcehackandlearn2021-08,Hack and Learn - August 2021,,,,,,,,
